UMAP_1	UMAP_2	quadrant	treatment	expression
3.51339982938843	-1.63471690147369	KO_infected	infected	0.566700650051186
2.9448935885437	6.53150948555024	KO_infected	infected	0.311171155417115
8.05041908216553	0.129838552780461	KO_infected	infected	0.298098241081782
6.4774396319397	1.99589785606415	KO_infected	infected	0.623633211972083
2.66544627142029	2.71699675590546	KO_infected	infected	0.487229108788806
3.42327140760498	-0.838839683227229	KO_infected	infected	0.55461888624929
5.9462249178894	2.91292127639802	KO_infected	infected	0.332040529250898
8.86705326032715	0.540935662098241	KO_infected	infected	0.404848015198285
-9.25165916490479	8.05778702766449	KO_infected	infected	0.381497182358716
6.14679454755859	-3.86359754531829	KO_infected	infected	0.413176330765122
6.13020156812744	1.72911747962983	KO_infected	infected	0.534224788762298
4.2643253703125	-1.87066570251434	KO_infected	infected	0.504537853157754
3.61367248487549	2.03925236732514	KO_infected	infected	0.512683171409786
2.06231569242554	-6.27152148216217	KO_infected	infected	0.639460376698406
0.519201030255125	2.81051739723237	KO_infected	infected	0.483746161898432
3.24030279111938	-3.84257355659454	KO_infected	infected	0.516909877200585
0.910891880512999	2.69644555122406	KO_infected	infected	0.608803292321604
3.3359212775238	-1.147473070316	KO_infected	infected	0.591213456243708
-5.24551225709839	-4.98027029960601	KO_infected	infected	0.337360407631568
-0.0150404188327332	7.27360114128144	KO_infected	infected	0.323571265392777
3.31235693883972	-3.67499485938995	KO_infected	infected	0.605835899526492
-9.70159603166504	-7.48362866371124	KO_infected	infected	0.447567466316175
5.11329053831177	-4.29495659797638	KO_infected	infected	0.367544978191807
6.10642026853638	2.40467008621247	KO_infected	infected	0.43067095400721
0.745093931675718	-2.33863905399292	KO_infected	infected	0.439563041454683
0.110308890462683	7.1068511870578	KO_infected	infected	0.514177594323499
3.8812630076416	6.60110625297577	KO_infected	infected	0.370900833799451
-0.79114944744034	0.334527519054723	KO_infected	infected	0.372046812185974
3.23681973409729	-2.16175678699462	KO_infected	infected	0.541766530607172
1.73591362428741	0.143429484672856	KO_infected	infected	0.562958994850936
3.31281756353454	1.21327778369935	KO_infected	infected	0.612189015536712
-9.33219886827393	7.05828675300629	KO_infected	infected	0.376181834592986
3.15691636991577	-3.85243717163055	KO_infected	infected	0.51341397125047
2.47112201643066	-0.741557005338359	KO_infected	infected	0.483639047966605
8.49194454145508	0.281318214245152	KO_infected	infected	0.33808073583611
4.4470064539917	-3.55877724616973	KO_infected	infected	0.44796529819635
-0.602539132117464	-2.45414343803375	KO_infected	infected	0.402146127706771
2.44462942075805	-2.13625505893676	KO_infected	infected	0.478538503014612
3.77445887518005	-3.37546030014007	KO_infected	infected	0.536714236836749
2.3497357268341	0.585222032375645	KO_infected	infected	0.626058161372414
3.10759591054992	-5.33866110771148	KO_infected	infected	0.462954545082762
1.18297039461212	2.72957095176728	KO_infected	infected	0.475682164024306
-0.0587381029046912	-1.50319877593963	KO_infected	infected	0.436590613383581
-4.55596328782959	-3.87305680244415	KO_infected	infected	0.155862584707905
2.93384312582092	-3.85640827148407	KO_infected	infected	0.608748415507299
-0.956890712260439	0.221097734279942	KO_infected	infected	0.378424964016317
2.16973279905395	0.461255517311406	KO_infected	infected	0.539857512662495
2.49368952703552	-6.33950844734161	KO_infected	infected	0.569220558684928
3.89790891599731	0.296240117855382	KO_infected	infected	0.563887646320137
2.05756281805115	2.57428201705964	KO_infected	infected	0.463141426237202
-7.53251386690064	-0.722200158528972	KO_infected	infected	0.214958004808692
4.1667649645813	-1.16362110107391	KO_infected	infected	0.52679806623371
3.84723304700928	-1.30638668268173	KO_infected	infected	0.540429169962543
3.53077243757324	4.94181546241791	KO_infected	infected	0.461759482831386
-9.56492591905518	-5.03909722297638	KO_infected	infected	0.337667826520132
2.40679215383606	-6.54503479927032	KO_infected	infected	0.48808230150904
-0.0837786223284741	2.0565536883548	KO_infected	infected	0.423092759272891
5.61759590101318	0.509755399532628	KO_infected	infected	0.419059377771399
0.580889691830442	-1.80279711215942	KO_infected	infected	0.542017297169676
2.70355366659241	0.0549327102378128	KO_infected	infected	0.570262177540207
7.57506059598999	0.757188167877507	KO_infected	infected	0.397898149190298
2.09562658262329	-7.09447518318145	KO_infected	infected	0.409319581209933
6.69712614011841	2.1758700278476	KO_infected	infected	0.382048727285152
4.44999193143921	1.03945764572175	KO_infected	infected	0.426647413351112
4.61337398481445	-1.83469024627655	KO_infected	infected	0.417691075569326
-10.1395633320801	-3.96801248519866	KO_infected	infected	0.37780665113391
4.42867158842163	-2.26901486843078	KO_infected	infected	0.317490031237227
4.27549051237182	-3.38884654968231	KO_infected	infected	0.521022307968637
1.07011579465942	6.7455516722873	KO_infected	infected	0.363540122925741
4.96221374464111	-2.31285670726745	KO_infected	infected	0.459243784567307
-0.343433896779253	-2.84131613700836	KO_infected	infected	0.475947357006145
3.02086948347168	-5.67934123008697	KO_infected	infected	0.530480916661691
2.43420480680542	-0.637346464686084	KO_infected	infected	0.626884863628186
4.61877941083984	-5.0679535004422	KO_infected	infected	0.404540194843639
2.93916939687805	4.87695845634491	KO_infected	infected	0.425627585339942
-9.55678249406738	-5.10175648658721	KO_infected	infected	0.38877633080679
5.56371997785644	-3.54312768905609	KO_infected	infected	0.418878308301002
7.60185312223511	-1.58303574054687	KO_infected	infected	0.340073446806269
5.2642238039978	-2.4395138356015	KO_infected	infected	0.370527026479868
6.24744581174927	1.4578479197696	KO_infected	infected	0.441234343379305
0.722609271527098	3.05813654930146	KO_infected	infected	0.726938905042377
7.81560920667724	0.00755250126869661	KO_infected	infected	0.376469056782191
3.11112784338074	4.17138155967743	KO_infected	infected	0.530759527712512
5.98069404554443	-1.82180372207611	KO_infected	infected	0.383120309182921
7.56685518217163	1.17914935619385	KO_infected	infected	0.564351937822772
6.19564413023071	-0.821129831962276	KO_infected	infected	0.644858439791108
6.87916253995972	-1.92262092559783	KO_infected	infected	0.438627423911673
-9.5734956364624	6.97939642936737	KO_infected	infected	0.422355053209278
6.92133258771972	0.233772602386784	KO_infected	infected	0.441682955430078
1.97577761602478	-6.7167138191983	KO_infected	infected	0.473827636097424
6.66373514127807	-1.58924213378875	KO_infected	infected	0.415268980951283
3.41823529195862	-2.7771591278836	KO_infected	infected	0.644872272898178
1.39826165628509	-3.40051094024627	KO_infected	infected	0.402395811665978
-9.78060985612793	-5.9619359108731	KO_infected	infected	0.396710567799744
0.586479951859282	5.13616236717255	KO_infected	infected	0.280944895887316
-0.0714856840215464	3.07252916366608	KO_infected	infected	0.371652103824758
2.86785053205566	3.27287587196381	KO_infected	infected	0.734225470391675
0.587994744301603	-2.33022478549926	KO_infected	infected	0.419142295443393
5.33330272626953	-3.46150222747772	KO_infected	infected	0.396849850715763
7.07517742109375	-1.35984924762695	KO_infected	infected	0.429292512388929
-9.22237278032227	7.446421232529	KO_infected	infected	0.318894015670098
-9.86756397294922	-5.79021922080963	KO_infected	infected	0.414294860603504
5.60156272840576	-2.79664007156341	KO_infected	infected	0.533626538086786
3.75041769933777	0.0945810940936325	KO_infected	infected	0.612483486041433
2.32912348699646	-0.092058840684581	KO_infected	infected	0.561859057678218
0.814742257118986	2.94526919395478	KO_infected	infected	0.510112201666824
5.69882415723877	-3.54400626152008	KO_infected	infected	0.35433065982171
-12.1999490361206	-2.39489904373138	KO_infected	infected	0.461447127273142
5.31531118345337	-2.15717140167205	KO_infected	infected	0.347240118403146
4.97032379102783	-4.39898577659576	KO_infected	infected	0.463963371027124
6.70393012952881	-1.55482724636047	KO_infected	infected	0.570170935434247
6.1955826182373	-2.04487267463653	KO_infected	infected	0.491589639586887
0.0915458698280315	1.920879926987	KO_infected	infected	0.451728220475873
3.33616708707886	-2.83227482765167	KO_infected	infected	0.447194176374209
-9.36663509416504	-5.48696747749298	KO_infected	infected	0.373452312856802
-10.5973537068359	-5.09148398368805	KO_infected	infected	0.328618944087864
2.64375876379089	-2.49462429016082	KO_infected	infected	0.383810387463663
2.89768051099853	-3.11439934699981	KO_infected	infected	0.552719036585539
-6.02617145585938	5.63846024543793	KO_infected	infected	0.210919483565098
6.17577051115112	1.08202561409028	KO_infected	infected	0.593697026003049
3.17293595266418	-2.87162891357391	KO_infected	infected	0.584916949538416
6.81603454542236	0.377514567680669	KO_infected	infected	0.391976023588856
4.61915134382324	-1.38179871767013	KO_infected	infected	0.503827635069088
-9.68571258592529	-8.00680485694854	KO_infected	infected	0.410389107172743
-9.59509159135742	-5.32242289512603	KO_infected	infected	0.338446384749865
2.76612471532898	6.38523253471405	KO_infected	infected	0.317278322313037
5.89094327879028	-0.286422986082721	KO_infected	infected	0.900128474586845
1.17639230680542	-4.55819264381378	KO_infected	infected	0.921312744557595
4.04941295576172	1.74598464042695	KO_infected	infected	0.430986060954015
-9.17476917314453	-5.59469834297149	KO_infected	infected	0.386451013213855
0.532317091942595	-1.88216951816528	KO_infected	infected	0.488700550730414
4.59577106428222	6.4997020629123	KO_infected	infected	0.324546615008767
3.33854149770813	-2.28466192214935	KO_infected	infected	0.496802699692483
4.35917781782226	-3.47586718528717	KO_infected	infected	0.527734325887628
7.21816467237549	1.80303772956879	KO_infected	infected	0.543630251665363
2.64456318807678	-0.0520550939366104	KO_infected	infected	0.54374824926403
3.171345462323	0.852778759308171	KO_infected	infected	0.449926366726933
6.47510122251587	1.45773908168824	KO_infected	infected	0.429140427088544
6.05228017759399	-0.657714906625438	KO_infected	infected	0.465250817358229
5.50317596387939	-0.00907406537978667	KO_infected	infected	0.431302862289041
4.72964738798218	-3.56378880470245	KO_infected	infected	0.531344362172653
-10.1655118565552	-6.93031016319244	KO_infected	infected	0.354567245791536
-9.94662262010498	-7.80882206886261	KO_infected	infected	0.3985028410942
4.47864459943847	6.3269086745456	KO_infected	infected	0.392271385146075
-9.8269775013916	-5.67630663841217	KO_infected	infected	0.423818730537501
4.93413328123169	-0.797410640411067	KO_infected	infected	0.879543843014963
0.502783944130705	-1.52280214755981	KO_infected	infected	0.498668086004351
4.4404990572937	2.11917337448151	KO_infected	infected	0.530062146171739
4.60561965894775	0.214818384952855	KO_infected	infected	0.416038563341431
7.37148975324707	0.0865873363688706	KO_infected	infected	0.524335879147637
5.4430305857666	1.82527860672028	KO_infected	infected	0.438195003516357
5.07974122953491	-3.96589842765777	KO_infected	infected	0.44149688793325
-9.4993636708252	-5.23785391777008	KO_infected	infected	0.396971381000965
-1.92407978582306	-2.73785582511871	KO_infected	infected	0.449414058981213
3.7392837901123	-2.91697541206329	KO_infected	infected	0.391601496719876
-8.95076728868408	8.34906300575287	KO_infected	infected	0.45290239935064
1.99137448263244	-7.18320694892852	KO_infected	infected	0.388154119449331
-0.956349561690523	-0.15071249335258	KO_infected	infected	0.370906518540279
5.87870191526489	-2.34967878787963	KO_infected	infected	0.464312580306805
0.0221431527741413	4.51885279686005	KO_infected	infected	0.31098423950055
8.18824600172119	2.67194136650116	KO_infected	infected	0.409842681989349
4.50947593641357	-3.17882386177032	KO_infected	infected	0.393299999808348
6.64213632536011	-2.64778343170135	KO_infected	infected	0.445281621227275
5.85384582471924	2.85075363189728	KO_infected	infected	0.41347546747778
4.54804252576904	6.45395096809418	KO_infected	infected	0.3188515699923
7.00473617506103	-2.34011963336914	KO_infected	infected	0.365830031204925
6.61171363782959	1.6123832133487	KO_infected	infected	0.381969776014027
2.12493800115661	-6.65489092796295	KO_infected	infected	0.544859630836695
-0.325521806954576	-2.05756166904418	KO_infected	infected	0.472962743562549
-9.91205574083252	-7.37821236579864	KO_infected	infected	0.404564674274473
5.21565317106323	-5.18986836402862	KO_infected	infected	0.322999342277552
1.44383691740112	-5.21016016929596	KO_infected	infected	0.670363805343924
2.88153861951904	-5.08932438819854	KO_infected	infected	0.633958425711728
-9.14059234666748	-7.42506352394073	KO_infected	infected	0.426170799076931
5.17380689573364	-2.68876305549591	KO_infected	infected	0.412995768385482
3.84917568159179	-4.61653223960846	KO_infected	infected	0.407408361983663
7.59879325819092	2.89935430557282	KO_infected	infected	0.407878414970537
1.3572333951004	-5.21585885017364	KO_infected	infected	0.599123899428086
2.02988552045898	5.35108622581513	KO_infected	infected	0.289225212640694
3.98004602384643	-4.84307900398223	KO_infected	infected	0.438767550895844
-10.2704942326538	-7.42050686805694	KO_infected	infected	0.356856087817442
4.14025949430542	-0.284613038890052	KO_infected	infected	0.45840966001178
-9.24993301439209	-7.51246062248199	KO_infected	infected	0.426418483650149
1.69568478059845	-5.58470192878692	KO_infected	infected	0.575616546815124
4.27926849317627	-4.36069122283905	KO_infected	infected	0.560714305844033
-0.323891143082811	0.640075769729924	KO_infected	infected	0.447509972825064
-9.6058442692749	-5.91503754585235	KO_infected	infected	0.396179142792014
-10.1442582707397	-3.88813796966522	KO_infected	infected	0.36700534201179
4.47014402341919	6.64501198799164	KO_infected	infected	0.285350792214449
5.85059474897461	0.36877682477982	KO_infected	infected	0.527857927206473
-10.0055558781616	-6.58800593345611	KO_infected	infected	0.328158800700951
4.20612071943359	-1.62427476375549	KO_infected	infected	0.374342547610318
4.37485574674682	-5.10879507987945	KO_infected	infected	0.44584027215699
1.28589700651245	1.14816280872376	KO_infected	infected	0.571843169375336
2.81570886564331	-4.14697137802093	KO_infected	infected	0.691035946428025
-9.56759143876953	-6.4031209084317	KO_infected	infected	0.489310683085878
4.98674463224487	1.4104207423404	KO_infected	infected	0.466191820382447
0.10789914918022	-2.14917627304046	KO_infected	infected	0.415995936710803
7.69228910398559	0.97539874584229	KO_infected	infected	0.464192051148563
2.82329176855163	1.01778694660218	KO_infected	infected	0.509810026893304
1.1912588973053	6.91818245918305	KO_infected	infected	0.420950892026396
4.42649148893432	-1.87551990478485	KO_infected	infected	0.385895032652289
5.30684446287231	-3.78663435905426	KO_infected	infected	0.403954372456244
4.70483898115234	-3.41335526435821	KO_infected	infected	0.514399746811426
-5.83526588487549	9.98097905189545	KO_infected	infected	0.266243585318276
-7.73498512315674	9.26130494148285	KO_infected	infected	0.330277755905548
-1.90650249528809	-2.2233478161618	KO_infected	infected	0.323872939267152
5.15683578443603	-2.37317088573425	KO_infected	infected	0.567502309543559
1.09965144586639	-0.2131830337569	KO_infected	infected	0.529280235984977
-9.58057285356445	-7.42293587654083	KO_infected	infected	0.404482555457585
-0.660631726264193	2.75236209899933	KO_infected	infected	0.390183171099693
1.93693672609405	-2.38017657726257	KO_infected	infected	0.493086043553905
4.49741481733398	6.25648268730195	KO_infected	infected	0.278689764704822
1.65867256116943	-3.24765649764984	KO_infected	infected	0.433733052867524
1.88867424917297	-3.67599121063201	KO_infected	infected	0.701909458903315
3.50895284605102	6.54362210304291	KO_infected	infected	0.330116757923757
-0.522700438975527	2.9365266230777	KO_infected	infected	0.435745583843091
2.46918271970825	5.11265000373871	KO_infected	infected	0.457201089800219
-9.89795661973877	-6.88795033424346	KO_infected	infected	0.514735545533014
3.78281687688904	-4.44829550712555	KO_infected	infected	0.433425116326402
3.42701720190124	1.62913164169342	KO_infected	infected	0.62147777892688
3.15858363103943	0.28883024723084	KO_infected	infected	0.560534073544912
5.74382471036987	-3.6716641518399	KO_infected	infected	0.426464316424555
5.2603757281311	-4.77632657020538	KO_infected	infected	0.481926675972684
6.10284303617554	0.158676650829625	KO_infected	infected	0.630790239855082
5.57430910062866	1.86940177948029	KO_infected	infected	0.414119354920438
