UMAP_1	UMAP_2	genotype
0.326379675582229	4.15952431366442	KO
2.00192942114192	3.90847860977648	KO
2.76795901747066	3.32811533615587	KO
1.73841704817134	3.81266056702135	KO
1.48897900076228	1.82309042618273	KO
0.858149070456801	-8.93142188384535	KO
4.16025890798884	3.16675888702868	KO
2.05974378080684	-1.43883044316771	KO
2.30870165319759	0.418407551503163	KO
0.99808194132167	-0.746205158972759	KO
4.41221584768611	4.29062925980089	KO
-0.424282129689874	3.55873381302355	KO
3.96019377203303	-0.241470225596447	KO
-1.01182673482579	-1.14068912758829	KO
4.15319408865291	1.83196412727831	KO
0.846188444808303	0.621978275036793	KO
3.81282534094173	4.39305769608019	KO
2.33010735006648	2.22299706146715	KO
0.614414353087722	-8.93098462417128	KO
1.43127216787654	4.16694437668322	KO
-0.837313394829453	2.23720537827013	KO
-0.361577000304879	-0.725807913088817	KO
4.47646250219661	0.662340990757923	KO
3.58723034353572	0.895758501744252	KO
0.634589690879165	-9.0012260754347	KO
0.0996343681367026	-9.08443463637831	KO
3.09991325826961	1.89898215935228	KO
4.0698019454034	1.53234111473558	KO
1.9713047930749	1.35260712311266	KO
3.11527790518123	1.88299166367052	KO
1.65293492765742	3.63030659363268	KO
4.4181300589593	3.68582760498522	KO
2.14669742079097	4.64848696396349	KO
0.612964291289626	-9.38876260116102	KO
3.74271835775691	2.17235004112719	KO
1.78738059492427	3.21976124451159	KO
2.43229665251094	-0.868848987364788	KO
1.32941092939693	-0.178065069460888	KO
0.720829624846755	-9.41843522384169	KO
1.44377305002528	-2.43235088183882	KO
3.514835972503	1.06918989822863	KO
3.47022642584163	5.32460104629992	KO
-1.99449286966008	-1.40831187784078	KO
2.93028535337764	1.56564890549181	KO
3.71565451116878	-1.33421024631115	KO
1.85129847021419	0.895861260151844	KO
-1.87474356202763	-1.95292902781965	KO
1.54608025045711	3.40261398956774	KO
0.938899535849868	-1.34704808213154	KO
1.64535917730647	2.14166318581102	KO
2.69281854124385	4.75241743729113	KO
2.14994801969844	-0.996551551365871	KO
-2.058335404679	-2.1501667578459	KO
-1.3836647680251	1.86974941895006	KO
3.3018244692834	-1.19228018119337	KO
3.14479650945979	2.79171549484728	KO
3.21648373098689	3.26206862137316	KO
0.784301895812331	-8.57739413573744	KO
3.17533459158259	3.05669485733507	KO
4.8292309233697	3.12942730591295	KO
0.295368392184554	-1.24906838729383	KO
2.45051779241878	-0.717497535491008	KO
0.534590859130202	3.42648588821886	KO
2.06752290220576	-1.1084729660988	KO
2.47501768560725	1.87821804687975	KO
1.77260698767024	-1.0920116384268	KO
2.60139884443599	0.978389136052113	KO
3.38708748312312	-0.0814409334898183	KO
3.70089258642512	0.460879198765736	KO
1.1541181990655	3.91773211166857	KO
2.05729546041804	2.34216367409227	KO
0.619444985106765	-0.00259936645032854	KO
3.2016092726739	3.56488548920153	KO
1.74487199278194	2.05534874603746	KO
0.802630800917922	-9.5548116047621	KO
1.78308691473323	-2.21319044425489	KO
2.2204674670251	0.221889964795094	KO
4.58097233267146	0.0460882107972911	KO
0.724399943068801	-0.327694543147106	KO
-0.570377457722844	3.58339869186876	KO
-6.10504470376653	-8.45600713088514	KO
2.58922376127559	0.440704099392872	KO
3.56002773733455	-1.48741542592051	KO
-1.00563592819852	-1.34964825021324	KO
1.88116659612971	-1.47727189257147	KO
-1.40148572234792	2.13532029793261	KO
4.3481222579034	-0.355187185549755	KO
1.46208514662105	-0.545557447218914	KO
0.563673753455459	2.96692358658312	KO
2.61422886343318	4.80057989761827	KO
-0.282793950125398	3.36227976486681	KO
3.7177545020135	4.8376935641527	KO
1.01716639490443	2.01432263061998	KO
4.42722620458919	4.11530911133287	KO
-0.283788483425797	4.00304400131701	KO
2.65763058157283	5.13492571518419	KO
1.98470725508052	0.660750738835316	KO
-0.793891411110581	3.21155678436754	KO
1.7679995486291	-1.68271748020651	KO
2.56741203756648	3.52791058228014	KO
1.28798737020808	2.22909700081347	KO
-0.140670101925553	4.07468020126818	KO
3.81818356008845	2.66638600037096	KO
1.52626289816218	-1.48935138478281	KO
3.62282576055842	3.14838110611437	KO
1.3488375136407	-1.40009519874455	KO
4.46467985601741	-0.378511734747905	KO
1.79219665022212	3.85556923553942	KO
1.38722421617824	-2.18875510289671	KO
3.3920229861291	3.91604458496569	KO
0.7119305321725	-2.21260137155058	KO
2.36457266302425	-2.12289214923384	KO
4.1250564047845	3.13028942749498	KO
3.23463048429805	1.627875200963	KO
0.500330943778335	-0.0630176146269033	KO
0.631449718192397	-9.39225114181044	KO
1.67379178495723	1.77174984619616	KO
3.01647271604854	2.15708147690294	KO
0.525269169524489	-9.16248048141004	KO
0.986403960898696	-8.71272195174696	KO
-1.55594478158635	-1.75893894627096	KO
-5.48968444375676	-8.26554406478407	KO
3.517596859649	-1.87751508548262	KO
1.81134452314693	3.98435341522692	KO
2.39855255575496	4.94951140091417	KO
2.1199077555688	1.80330073044298	KO
1.18713380785304	-0.858214654469509	KO
1.39569797010738	0.168678752636891	KO
1.19143666715938	2.03170406029222	KO
2.8952549883874	-0.498672612452526	KO
0.814518232062636	-1.53835190131666	KO
5.05473961325008	3.20498119995592	KO
-6.103328089997	-8.98113025023939	KO
1.63493027181941	-0.149593718791027	KO
3.72111381979304	-1.70087722733023	KO
-1.27152965573949	1.74319135353563	KO
0.316445607856093	-9.2876201946974	KO
3.28887404890376	0.185268036580067	KO
1.41129161806422	2.82072531387804	KO
-5.86470017938298	-8.94812119796278	KO
-3.53469191102666	-6.03032458617689	KO
1.1811973044427	-2.5352357704878	KO
-1.35636274127644	1.68483268425463	KO
2.97093452902156	1.74215423271654	KO
1.12785818071681	2.73568760559557	KO
3.84236063452083	5.17553555176256	KO
0.771240253165542	0.212704769825917	KO
3.99566091986018	3.57730757400988	KO
-0.525773335084142	-0.241515525126476	KO
0.909367937758742	0.694854609227162	KO
1.85481132955867	-0.0832953531980702	KO
-0.434706624433221	1.08314215347765	KO
2.24087061376887	-1.93488509252073	KO
0.0424606391938315	1.51526629135607	KO
2.23599972219783	-0.877217241072674	KO
0.588801164344131	3.15419518158434	KO
3.66037907095271	-0.467733748698253	KO
-2.17319999246282	-1.55754167630674	KO
-5.87736020593327	-8.68120969130995	KO
-6.09696994332951	-8.92089379622938	KO
-0.497954547241153	-1.13226186528208	KO
2.2879461237939	1.95275937721727	KO
-0.881043057724656	0.0381035725831798	KO
-1.65403125791234	-1.8869802434683	KO
1.22513832540828	3.27426087067125	KO
2.4615038821252	-1.48743023767473	KO
1.48372377844173	-1.9118306715727	KO
1.32405402155238	-1.80672264888288	KO
3.25366129370051	4.49353014633654	KO
3.63986505956966	-0.330889232897777	KO
0.806774635031997	2.52923189804552	KO
1.639178890899	4.68708168671129	KO
-1.1002603581397	2.69208037064074	KO
0.528602976516067	2.6518796603441	KO
-5.40137324838323	-8.70788682296278	KO
1.75648107023555	-1.71577782227995	KO
2.70779599638301	-1.36260938967915	KO
3.27750458212215	4.50612055466173	KO
2.94039811582881	0.233280293202381	KO
0.700446028426467	-8.90178931548597	KO
2.97292389364558	-0.829879649424572	KO
1.77182020635921	4.81310974762438	KO
4.0550781676324	-0.793297119879741	KO
4.61946930380183	2.32016956017015	KO
1.37145556898433	0.830219618535023	KO
0.614307660773574	0.322067491269093	KO
1.91573872061092	5.05917154953478	KO
2.69944419355708	-1.21681531562807	KO
2.43726863355952	3.44142090485094	KO
-5.69770703820866	-8.65482056930067	KO
-6.20694957284612	-8.5647026379347	KO
0.346684415057479	2.37150632545946	KO
1.75740422697383	2.91224610016344	KO
0.932953614905654	-9.05031073882582	KO
-2.0509826949088	-1.83064550950529	KO
1.1696098038705	2.07688152000902	KO
1.3494775483163	3.65841375992296	KO
-0.121398221537293	3.71512877151964	KO
-1.43726186065358	-1.23324064209463	KO
0.748505730346023	1.94783770248888	KO
3.3683904597314	2.43873225853441	KO
1.03916074724513	4.19876658127306	KO
3.96640934439021	3.90980850861071	KO
0.718854803756057	4.24241244003771	KO
3.07949437589961	-0.359826870703716	KO
1.73963512869197	0.876181475377064	KO
3.98224653692561	3.41177975342272	KO
3.64136375875789	-1.30557517751457	KO
2.42100395651179	0.243560544705372	KO
3.10683764906245	-1.84307441904547	KO
2.57315196485835	-1.82626379325392	KO
3.33886112661677	-0.629243262553234	KO
0.997465390876113	-9.56980622603895	KO
2.02364387007075	-1.81925860836508	KO
-0.150974195286454	1.2582622687578	KO
1.20540883035976	1.06894361183641	KO
0.649214048102675	-8.90482199981214	KO
-5.27616963891667	-7.92521441771986	KO
0.858560223296462	-9.45924866988661	KO
-0.471680696889581	3.11301314041613	KO
4.22967829199153	4.37663923904894	KO
1.66646756620723	0.821016422963124	KO
-1.26426665095967	2.02195774719713	KO
2.25645555944759	5.17220913574694	KO
3.86265816183406	1.48930989906786	KO
3.76190056295711	3.21714436218737	KO
2.21884312124568	4.28967129395006	KO
2.8596059271844	4.08282124207018	KO
-0.112684797331513	0.839233986592274	KO
1.56517114134151	-0.452188797736187	KO
2.63465585203487	3.861029497838	KO
-0.692042108461083	1.90439449951647	KO
2.73403443785029	-0.493549772048015	KO
0.862294215873061	-9.4657937367201	KO
-5.39042077569646	-8.80442155196669	KO
1.75653471441585	1.6577676455736	KO
0.931483764365493	-0.212782390856762	KO
1.3351553866418	2.39813958809374	KO
4.54445423574763	2.95015417740343	KO
3.12690748663264	0.228168122029286	KO
0.917336363509475	-0.924422450804729	KO
-5.75935969857854	-8.46421063735487	KO
-3.64319692163152	-6.15064395263197	KO
3.3933407256158	-0.540026613020916	KO
4.09744085760432	1.21353565857409	KO
2.44175972433406	-2.35561157062056	KO
1.22565080614406	4.51357113525866	KO
3.96136536093074	-0.670690961623211	KO
1.26258804292995	3.96855341598986	KO
0.622637052253066	0.955095879292469	KO
-2.04442260770482	-1.41452215656044	KO
3.1441427657159	-2.0418150503874	KO
4.58954920263606	2.50553261444567	KO
-0.798297386452378	0.330519787526112	KO
3.78918232412654	1.8808380286455	KO
3.05236567945796	-1.97983611419203	KO
1.99872054548579	5.13794218704699	KO
3.6446138808282	2.24175821945665	KO
3.47964109869319	-0.379063018107433	KO
-0.97743708996457	1.96444236443041	KO
1.05797507257777	4.40257488892076	KO
4.48089899511653	-0.245571740412731	KO
3.49652161093074	4.66399990723131	KO
1.7872227618249	-0.25836015536787	KO
0.771364826873122	-9.03913892104628	KO
1.21922590227443	3.24721228287218	KO
0.547379393294631	-1.91519952609541	KO
-5.95052752999944	-8.65781510665419	KO
-5.85492930917424	-8.52469027831556	KO
1.880798239425	-2.10173232152464	KO
2.4509796092065	5.02324854538439	KO
1.90384592504817	2.92867457077501	KO
0.95455052347499	-0.130644806170482	KO
1.41166092844325	4.79657923386095	KO
-2.27717457322759	-1.96082986190321	KO
-6.24230752496404	-8.7860709507704	KO
0.631919641211806	-0.647525020384807	KO
-0.528478810399593	3.61128031418322	KO
2.39672364683467	3.8793514888048	KO
3.99845566244441	2.74828468964098	KO
4.01631988973933	4.95261608765123	KO
3.10580648870784	-1.97195745303633	KO
0.255342800334273	-1.47281529053452	KO
1.52552880735713	4.38388239548204	KO
0.215149123385726	-9.32808411910536	KO
0.296192187979995	-9.55863297774794	KO
2.14575757475215	1.66188155815599	KO
-5.45913253335637	-8.44123948409559	KO
4.04795088262874	4.59191404983995	KO
3.11406650038081	1.97139751121996	KO
3.96034397573787	3.76796280548571	KO
3.6496883818658	3.96921383545397	KO
0.419478316024123	0.164986721730213	KO
0.763144869521438	-9.21759236648085	KO
0.46574391813594	2.4479230563402	KO
3.50655474157649	0.0688582579850963	KO
1.16627528162318	-2.23450542285444	KO
2.3991681525262	3.79197441742418	KO
0.817907471373855	-0.18742943599226	KO
0.705750722602187	2.2276545684099	KO
1.58528961630183	4.89777886078356	KO
2.17786826582271	0.756741158223133	KO
3.81312765570003	4.58823668167589	KO
4.16730131597835	2.64268457100389	KO
0.340899784282027	1.34670960114	KO
2.29949607343989	-0.721452780509014	KO
0.888805646613418	4.53046023056505	KO
4.8011251875909	2.81706844971178	KO
0.62076522798854	-1.30037907555105	KO
-0.11590452103299	3.36525189087389	KO
3.19485940428096	-0.751598544859905	KO
-0.252601932570161	3.89259373352526	KO
2.64098205061275	-0.215349682116527	KO
1.18158711881953	-1.66428381993772	KO
1.83572306127864	0.668436400151234	KO
2.30360688658076	0.246974341130238	KO
4.54829372854549	3.42506014511583	KO
2.65992440672237	3.45553433105944	KO
2.92152728529292	0.737980238652211	KO
1.69648732633906	0.996978155827503	KO
2.83300437422114	1.01063501045702	KO
0.382625002578078	3.33244692490099	KO
4.38565315695125	-0.610452063822765	KO
2.27052034826594	-2.37628293826582	KO
0.923718828872024	-0.673075981879253	KO
1.98950304479915	0.168083421444874	KO
0.376297552302657	-9.01426471068861	KO
-6.25537620095891	-8.82945645644667	KO
1.19491233320552	4.01562058136461	KO
3.2773522326501	-1.04739386632444	KO
2.17027344198543	-0.470850237154979	KO
1.45106353254634	4.14624725983141	KO
0.0304227063210593	4.12832438156603	KO
-5.67249141244573	-8.94039595916273	KO
-3.52101455239934	-4.34256447150709	KO
2.83070315809566	-1.01311404302122	KO
2.18496384115535	2.66946493790148	KO
-0.568804776131929	-1.05508259727957	KO
0.535707015708266	-2.15250534608366	KO
2.15621699781734	2.44595681831835	KO
1.87103905172664	4.50990664169786	KO
-0.106371562763871	2.38918625519274	KO
2.0754045435937	2.09817969009874	KO
3.56128372640925	4.69616591141222	KO
0.653008837416945	0.0271308343171885	KO
1.59587182493526	-2.41142178370955	KO
2.34675683470088	1.66928278610704	KO
4.43962826223689	2.51235639259813	KO
4.98729910345393	2.65498387024401	KO
-2.7596727421729	-2.97760344340803	KO
4.02472986669856	2.95829378769396	KO
4.23309483023006	1.68443166420458	KO
4.03752769918758	-1.25679911717178	KO
2.42152108640987	0.903187147831898	KO
3.39692964048701	-0.976878382706661	KO
-1.48232857494038	-1.63721565201284	KO
0.282449085429488	3.79098641083239	KO
0.484594721511184	-1.92918253734114	KO
3.83143343420344	4.69846140549181	KO
2.95791043730098	0.931646219944935	KO
0.89112700910884	2.15946733162401	KO
1.01205100508052	-2.03442002131941	KO
1.50218953581172	-1.94750107123854	KO
0.688666720107375	-9.26839745833876	KO
2.68076791258174	3.11261736557482	KO
0.740613002494155	-1.1765018035412	KO
3.73421873541194	4.1772874514818	KO
-1.85087011365575	-1.28967698707582	KO
0.934158701613723	0.0643936316728404	KO
4.69228853674251	2.81394611999987	KO
3.76969685049373	3.48617731735704	KO
3.53336967916804	-0.0447906334638783	KO
0.767221469596206	-9.46723092391493	KO
1.93696369619685	0.825296751713734	KO
3.73397173376399	2.81701504395006	KO
-0.0737304797617807	2.69258772537706	KO
1.05053271742183	3.74656569168566	KO
4.07392515631038	5.11598574326036	KO
-0.93029997853917	-0.122430332446117	KO
4.37237276525813	1.33107673332689	KO
2.48556436987239	4.93065678284166	KO
0.783442635253249	1.97865688011644	KO
2.91349782438594	2.91014181778429	KO
1.14855613203364	-1.1032598842621	KO
-0.16906950978917	2.9023474375963	KO
2.19251169653255	2.70640503571032	KO
-1.14931223897618	1.6294301669359	KO
1.38885642977077	0.158373347973805	KO
0.415829260066329	-9.1176925976515	KO
-0.674419399186791	-0.356727131152172	KO
2.35039200277644	-1.85038913085463	KO
-6.12867198495549	-8.45256961181166	KO
2.89222325773555	1.71570002243517	KO
1.7360650488885	0.691045872426014	KO
2.31042327375728	0.674373022770863	KO
3.7228290030511	4.54425322220324	KO
-0.276643555447282	3.17614685699938	KO
0.910569328978835	0.412162415242176	KO
4.28776230306941	-0.62892044379713	KO
1.72516359777766	-1.7714498121977	KO
0.135246951297103	1.72788631126879	KO
3.97054256887752	-0.96094919040205	KO
3.59353222341853	0.411114684796315	KO
0.885998387053786	-9.54144013717176	KO
4.24860157461482	1.25381290123461	KO
3.20292987318355	4.08100449249743	KO
3.48641170950252	-0.0742280562162587	KO
-6.32253728418034	-9.06738580062391	KO
2.35593976469356	-1.99777997329237	KO
0.307726223185836	3.57167803452013	KO
4.56597914190608	2.02354990646837	KO
1.35444261522609	2.22850500748156	KO
1.19810177774745	-1.61912132098677	KO
4.16061796636897	4.15457617447374	KO
-6.05532680062932	-9.02066577270033	KO
0.286718208506881	-1.33829901690932	KO
2.3096095511468	-1.32762008763256	KO
2.40469421835261	2.94631468460558	KO
4.00212301702815	-0.337122686648388	KO
-1.76381025819463	-1.39129430844786	KO
3.86771740408259	5.30866324112413	KO
3.41297616453487	0.453082315182667	KO
2.697533030227	4.85040079758165	KO
0.354499954894362	2.53912460014818	KO
0.476188201621352	-0.714227803492565	KO
1.94114388914424	0.365021936154347	KO
2.28490151853877	3.67243611023424	KO
2.69891776533443	0.195969454503041	KO
1.74275626631099	0.148854605412464	KO
4.5194598624261	3.28274952576159	KO
-5.58553586511296	-8.56992591216566	KO
4.16913237066585	4.85811220810411	KO
-0.511367343202056	-0.942598738217373	KO
3.48328985662776	2.90626608536242	KO
3.37878622503596	4.540707937932	KO
2.69131388159114	4.69141327545641	KO
-1.19696269540471	2.57177364037035	KO
1.13429405184108	-9.26887000396253	KO
4.58045591802913	3.87919460937975	KO
2.78698267431575	-0.501408644461651	KO
0.364667195990859	-9.17330897643568	KO
2.0761791655572	4.47973524734972	KO
3.84904255361873	0.615947953915577	KO
3.65736832113582	3.47756945297716	KO
1.56564297170955	-1.84127572968008	KO
2.43922652693111	0.584972492909413	KO
2.5327815005334	4.99319636032579	KO
-0.633551325484933	2.77054201767443	KO
1.46978463621455	3.71630846664904	KO
2.40253915281612	3.24773155853746	KO
0.728054542258559	-1.39358495965006	KO
2.15375532598811	1.11727868721483	KO
2.3632303664239	2.56351195976732	KO
2.48278369398433	-0.137555368685741	KO
0.786806721404372	-2.31903529956343	KO
1.65035857649165	2.27499257729052	KO
1.13045122118312	4.15326058075426	KO
2.01178063841182	1.73846971199511	KO
1.06764008493739	1.89951502487658	KO
1.95957817526179	3.54514681503771	KO
2.99656333418208	4.42634522125719	KO
-0.462619799956502	3.69596897766588	KO
1.44088806600886	0.747227541661244	KO
3.23127974958736	1.96783911392687	KO
3.21081294508296	-0.0267469961881825	KO
1.84138502569514	-0.313133009219188	KO
-0.995085548445405	1.07504998848436	KO
0.951350469306289	-9.73075116469862	KO
1.67615451307613	-1.26882480129005	KO
2.75722565145808	4.8806713740587	KO
0.874974269583999	-2.73529172732832	KO
3.24109591932613	2.93449484512804	KO
1.08187844248134	1.76760708496569	KO
3.69567551107722	-1.32547209269704	KO
-1.39605412988347	1.98243819878099	KO
4.28610100241023	3.42973839447496	KO
3.0025731513055	-0.678024001860637	KO
4.04938473196345	4.74420534775255	KO
0.505550045684157	1.19422637627123	KO
0.0448739716561423	-1.02360225512983	KO
0.719000954345046	-9.42872441604139	KO
-1.3854319265334	2.20993100807665	KO
3.56674160452205	-1.41239178969862	KO
-3.53502545861882	-6.03295625045301	KO
2.22353186102229	3.66025339767931	KO
0.694242496207534	1.19475590393541	KO
3.06936277838069	3.58412825272081	KO
4.0453239867242	3.12447725937365	KO
1.55827393026668	-0.027837284350414	KO
2.48677863569575	2.81214510605333	KO
1.14146472902614	-1.16284713938238	KO
4.43496479482967	2.42512761757372	KO
0.22967853041011	3.78766047165392	KO
-6.15465531854314	-8.67500556304457	KO
