UMAP_1	UMAP_2	genotype
4.61914118704339	-3.45583601239663	WT
-5.09417382302742	-2.23603363278848	WT
7.50292357382317	1.93767252620715	WT
9.2789789098217	2.56289143916625	WT
4.65856036123772	-3.26512975934487	WT
-5.38349429193	-2.35597391370278	WT
8.58435114798088	2.55361117478866	WT
9.17921408590813	1.963589042988	WT
9.41946753439446	1.8488856112625	WT
8.66514548239251	2.21122431811351	WT
4.63247689184685	-3.18216295484048	WT
7.48155650076409	1.51036100145835	WT
4.9905119794323	-3.89391393903237	WT
-4.72383729043464	-3.20614977124673	WT
-4.15276566567878	-1.13798136952859	WT
4.46111830648919	-2.81924553159219	WT
-5.30066481652717	-2.08174057248574	WT
-5.64654580178718	-2.01060076001626	WT
4.59576758322258	-2.90096016171914	WT
5.205128754945	-3.38075084928018	WT
-4.96903744760017	-3.16821642163735	WT
-5.48957100930671	-2.08389301541787	WT
5.29127606329461	-3.17267151120645	WT
4.28851040777703	-3.1175829911564	WT
-5.0596098047779	-2.51364965680581	WT
9.39549502310295	1.86293724235553	WT
4.13488635000725	-2.111032202277	WT
5.19704398092766	-2.96213312390786	WT
-3.2012433153675	0.354170486893835	WT
4.30765303549309	-3.08416099790078	WT
7.16293724951287	1.79416726585883	WT
4.91761311468621	-3.74893255475503	WT
4.75503310141106	-3.49559183362466	WT
-4.84244767251472	-2.61040277722817	WT
4.15784224447747	-2.58514852765542	WT
-5.43639174523811	-3.09206695798379	WT
7.89100607809563	1.61649613138694	WT
9.05773028311272	1.54576866385001	WT
-5.21068945947151	-3.0040199303959	WT
4.14428051886101	-2.20066328290444	WT
8.05455168661614	2.03536105957288	WT
-5.7684778315113	-2.30403204205972	WT
9.6539903539135	1.96850375887412	WT
4.43933590826531	-2.69422884229165	WT
7.73440703329583	2.68276070114631	WT
6.99802168783684	1.72309230324286	WT
7.76986273703118	1.9150774037506	WT
8.03101405081292	2.0519235251512	WT
7.98872622427483	2.61295650955695	WT
5.48741730627556	-3.17305822614175	WT
5.06381901678582	-3.22741003278237	WT
7.76149710592766	1.87218709346313	WT
4.14183958944817	-2.78590460065347	WT
-5.14944926324348	-2.48110504392129	WT
-5.42292395654182	-2.39493627789956	WT
-4.52739397111396	-2.99454660657388	WT
8.68065127310295	1.74278132673758	WT
-4.62527361932258	-3.11583729032022	WT
5.40617569860955	-3.03593893292886	WT
4.99768265661736	-3.78898496869546	WT
4.39865979132195	-2.61652727368814	WT
8.436414326997	2.05163687896389	WT
9.60348566946526	2.42036248799819	WT
-5.42803565087776	-2.68126077893716	WT
4.9270559209301	-3.84638138059121	WT
7.2656470197155	1.77407403346557	WT
4.86083754477044	-3.8021590257023	WT
-1.4897296768711	-2.19505949262124	KO
5.61145361837883	4.67944173571128	KO
5.71467980322381	2.14319298100132	KO
4.3930588620617	-0.658249571356592	KO
-1.97341099801521	-2.91062851193887	KO
5.54315146383782	1.76891045328635	KO
6.05230864462395	3.53426580187339	KO
