quadrant	cells	gene	expression	x
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0.78256938768671	Stat1 All WT_infected
WT_infected	All	Stat1	2.44945308246322	Stat1 All WT_infected
WT_infected	All	Stat1	2.33733088045625	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0.940602412395344	Stat1 All WT_infected
WT_infected	All	Stat1	1.15907608965468	Stat1 All WT_infected
WT_infected	All	Stat1	0.975753573214242	Stat1 All WT_infected
WT_infected	All	Stat1	1.52388432582978	Stat1 All WT_infected
WT_infected	All	Stat1	1.84280141455078	Stat1 All WT_infected
WT_infected	All	Stat1	2.24724875662703	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.07428430337887	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.01341807962891	Stat1 All WT_infected
WT_infected	All	Stat1	1.28833423253366	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.41753968854947	Stat1 All WT_infected
WT_infected	All	Stat1	1.90580615043014	Stat1 All WT_infected
WT_infected	All	Stat1	0.960461950187292	Stat1 All WT_infected
WT_infected	All	Stat1	1.59248255271407	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.0143133186067	Stat1 All WT_infected
WT_infected	All	Stat1	1.77923125492299	Stat1 All WT_infected
WT_infected	All	Stat1	0.775928233967096	Stat1 All WT_infected
WT_infected	All	Stat1	1.51620875101972	Stat1 All WT_infected
WT_infected	All	Stat1	0.76104456170546	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.48217661889704	Stat1 All WT_infected
WT_infected	All	Stat1	0.741183859826216	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.21773841914851	Stat1 All WT_infected
WT_infected	All	Stat1	1.96886107936337	Stat1 All WT_infected
WT_infected	All	Stat1	0.408453944184199	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0.801837528890061	Stat1 All WT_infected
WT_infected	All	Stat1	1.37038283208645	Stat1 All WT_infected
WT_infected	All	Stat1	1.98089371790911	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0.815681615635644	Stat1 All WT_infected
WT_infected	All	Stat1	1.34455452244898	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.78999082781153	Stat1 All WT_infected
WT_infected	All	Stat1	0.692847315496976	Stat1 All WT_infected
WT_infected	All	Stat1	1.37699196845758	Stat1 All WT_infected
WT_infected	All	Stat1	1.20824412934541	Stat1 All WT_infected
WT_infected	All	Stat1	2.19279243711688	Stat1 All WT_infected
WT_infected	All	Stat1	1.57635641238826	Stat1 All WT_infected
WT_infected	All	Stat1	1.32923808043307	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.52220180207013	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.07746819633769	Stat1 All WT_infected
WT_infected	All	Stat1	1.7944032432922	Stat1 All WT_infected
WT_infected	All	Stat1	0.845852855857795	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	0.994200343843685	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.8912219276869	Stat1 All WT_infected
WT_infected	All	Stat1	1.25356712154221	Stat1 All WT_infected
WT_infected	All	Stat1	1.21815743931789	Stat1 All WT_infected
WT_infected	All	Stat1	0.667751433290319	Stat1 All WT_infected
WT_infected	All	Stat1	0	Stat1 All WT_infected
WT_infected	All	Stat1	1.08584391722769	Stat1 All WT_infected
WT_infected	All	Stat1	0.862120131946007	Stat1 All WT_infected
WT_infected	All	Stat1	0.957089626993839	Stat1 All WT_infected
WT_infected	All	Stat1	0.81079135239985	Stat1 All WT_infected
